2a06:1280:ae02::ff2e, None, [61138]
221.176.22.125, 9808, [9808]
184.105.59.110, 10835, [6939]
163.53.193.6, None, [58381]
88.86.96.185, 39392, [39392]
84.254.127.90, 35548, [35548]
62.115.41.86, 55002, [1299]
220.101.48.3, 17828, [7474]
202.125.128.180, None, [17557]
2a01:578:0:10::f, None, [16509]
2001:620:0:c014::1, None, [559]
64.125.25.53, None, [6461]
2c0f:fe18:0:e1::5, None, [37179]
149.3.183.121, 6762, [6762]
2001:1b48:2:3::1f:2, None, [8218]
2001:558:3:11a::2, None, [7922]
2001:2000:3018:a0::1, None, [1299]
2001:668:0:2:ffff:0:5995:b8f6, None, [3257]
2a07:a40:101:1337::1, None, [48821]
2a02:188:134:2::2, None, [31027]
2600:0:2:1239:144:232:15:122, None, [1239]
4.31.208.62, None, [3356]
2001:798:cc:2b01:2201::1, None, [20965]
141.208.193.6, 1759, [1759]
2a01:3f0:0:60::2, None, [8674]
5.1.99.54, None, [198385]
37.247.78.38, None, [21413]
216.211.141.120, None, [11274]
180.149.48.1, 55824, [55824]
41.202.226.2, 36991, [36991]
218.248.235.249, None, [9829]
213.248.97.149, 174, [1299]
46.33.81.97, None, [3257]
221.183.30.213, 9808, [9808]
2a02:580:50da:2bc::, None, [6799]
2001:798:22:10aa::a, None, [20965]
194.204.175.238, 5617, [5617]
216.27.100.17, 10466, [10466]
2001:450:2001:1000:0:670:1617:2086, None, [3549]
80.67.163.243, None, [20766]
2a02:1748::ffff:82, None, [51184]
85.118.130.129, 24971, [24971]
2620:107:4000:9000::12, None, [0]
2001:470:0:4b4::2, None, [6939]
2803:3440:9003::aaf7:5f51, None, [64112]
2620:0:1cff:dead:beef::18e0, None, [32934]
128.205.9.13, None, [3685]
2001:1890:ff:ffff:12:123:138:177, None, [7018]
41.181.245.253, 16637, [16637]
2001:7f8:1::a500:3333:1, None, [-150]
2001:500:b::1, None, [12041]
162.159.24.179, None, [13335]
80.249.209.156, 34106, [-23]
2a00:1d78::7, None, [0]
89.149.129.106, 4436, [3257]
2001:1900::3:11e, None, [3356]
223.120.6.217, 58453, [58453]
2001:550:0:1000::9a36:396a, None, [174]
31.31.34.114, 28753, [0]
94.142.126.89, 12956, [12956]
81.95.15.57, 201011, [201011]
76.167.30.150, None, [20001]
12.122.135.98, 7018, [7018]
209.51.184.198, None, [6939]
2a07:6b40:0:254::1, None, [559]
154.54.82.210, None, [174]
2001:798:1::be, None, [20965]
221.176.24.61, 9808, [9808]
2a03:3f40::10:37, None, [50673]
62.115.135.128, 1299, [1299]
62.157.248.2, None, [3320]
::ffff:202.84.219.131, None, [0]
84.116.193.49, 200142, [6830]
213.192.184.42, None, [6667]
62.115.136.47, 1299, [1299]
62.115.58.22, 20473, [1299]
168.209.161.75, None, [3741]
2a00:18d8::106, None, [328126]
154.54.86.74, None, [174]
2620:107:4000:2210:8000:0:340f:25, None, [0]
2620:0:2830:203::157, None, [16876]
89.149.142.254, 4436, [3257]
194.42.48.11, 559, [-261]
2001:550:0:1000::9a19:2de, None, [174]
2001:668:0:3:ffff:0:b7b6:50d6, None, [3257]
2001:506:100:41a6::2, None, [0]
194.72.27.151, None, [2856]
157.240.34.170, 32934, [32934]
2a02:28:1::ec:2, None, [8359]
2a02:2d8:2:f801:232a::1, None, [9002]
2001:1620:2::19a, None, [13030]
2001:1900:4:3::312, None, [3356]
2001:218:0:2000::3d, None, [2914]
2a02:28:1::160:2, None, [8359]
2001:558:80:197::2, None, [7922]
2001:760:ffff:1c00::12, None, [137]
2001:1b48:2:3::39, None, [8218]
217.239.52.182, 3320, [3320]
2001:4188:0:4::36, None, [12880]
209.58.86.143, 6453, [6453]
2001:19f0:6400::a4e:19a, None, [20473]
182.79.237.102, 9498, [9498]
2001:4248:f:0:102:163:98:10, None, [30999]
88.86.96.210, 39392, [39392]
66.230.78.198, None, [17054]
2a01:758:fffa:2::1, None, [3326]
213.239.203.157, 24940, [24940]
62.115.114.69, 1299, [1299]
218.207.172.89, 9808, [9808]
216.218.139.234, 7545, [6939]
162.252.70.61, 11537, [0]
134.222.48.161, 286, [286]
49.255.255.13, 4826, [4826]
223.118.3.126, 58453, [58453]
87.253.184.92, 35258, [35258]
2a00:1e80:8:13::2, None, [21473]
2001:1900:2100::1cb2, None, [3356]
2001:1998:0:4::93, None, [7843]
203.50.11.179, 1221, [1221]
2001:920:18d5:40::1, None, [8220]
2001:608:3:337::1, None, [5539]
fd00:2123::9:1, None, [0]
62.115.121.11, 1299, [1299]
72.52.92.129, 6939, [6939]
2a01:4a0:1338:99::2, None, [201011]
213.168.1.29, 3249, [3249]
2604:5800:1:1e::1, None, [19969]
2001:218:0:2000::75, None, [2914]
2800:510:c::7, None, [28022]
2001:7f8:1::a502:9632:2, None, [-150]
2804:800:0:6::2, None, [16509]
2a01:a940:fe0::5, None, [15954]
2804:39c:f000::21, None, [0]
152.195.196.35, None, [15133]
184.104.192.118, None, [6939]
216.168.36.186, None, [3361]
213.19.192.110, None, [3356]
217.71.96.10, None, [13237]
204.144.141.156, 13345, [21777]
2001:1900:5:3::29e, None, [3356]
52.93.145.230, None, [0]
52.95.31.195, None, [16509]
2001:500:a6:500::230, None, [393246]
2001:6b0:1e:1::130, None, [1653]
209.85.142.96, 15169, [15169]
2001:668:0:3:ffff:0:45ae:ebe, None, [3257]
114.4.98.134, 10208, [4761]
2a02:2d8::57f5:e0ea, None, [9002]
2001:728:0:5000::62e, None, [2914]
204.42.254.42, None, [2914]
65.116.14.150, 46849, [46849]
62.115.122.159, 1299, [1299]
2a00:f500:11:2000::1, None, [13194]
10.100.129.21, None, [0]
2001:470:0:227::1, None, [6939]
185.146.230.65, None, [50629]
62.179.26.14, None, [6830]
213.248.94.27, None, [1299]
64.125.29.203, 6461, [6461]
2001:2000:3018:5a::1, None, [1299]
2c0f:fe40:2::31, None, [30844]
2001:2000:3018:90::1, None, [1299]
2001:1398:121:0:190:124:27:10, None, [52304]
184.105.213.173, 6939, [6939]
130.117.2.145, 174, [174]
193.106.112.5, None, [-833]
2001:41a8:6000:2::ca, None, [6762]
2a01:e35:8aae:bc60::1, None, [12322]
2001:4b98:dc0:dc0:100::2, None, [29169]
203.50.6.96, 1221, [1221]
2001:668:0:2:ffff:0:5995:b6cd, None, [3257]
193.51.177.129, 2200, [2200]
2620:11c:5001:ffff::a1, None, [13331]
185.28.220.65, 43996, [43996]
2001:7f8:18::2, None, [-339]
2001:2000:3018:7::1, None, [1299]
149.14.52.11, 15954, [174]
2001:418:0:5000::389, None, [2914]
80.239.161.101, 64049, [1299]
2a05:f442::5, None, [35280]
82.197.136.22, 13237, [13237]
199.109.5.1, 3754, [0]
2001:7f0:0:1::d1, None, [13237]
195.50.90.210, 47887, [3356]
130.59.36.154, None, [559]
213.172.161.62, None, [20804]
2001:19f0:fc00::a40:422, None, [0]
144.208.208.129, 47147, [47147]
2a03:5f00:0:4::a, None, [29644]
2001:8d8:0:3::2e, None, [8560]
146.172.105.10, 2119, [2119]
184.104.192.82, None, [6939]
2404:f300:1::2:46, None, [58463]
2a00:1c10:ffff:cdc::450:152, None, [50300]
2a00:1398:8:2::10, None, [34878]
2001:5a0:2000:500::f, None, [6453]
2001:1900:2100::4f8e, None, [3356]
62.115.147.105, None, [1299]
2a03:7400:1100:c1::3, None, [39642]
192.168.12.254, None, [0]
74.125.37.191, 15169, [15169]
82.197.168.41, 13030, [13030]
2001:dd8:6::101, None, [18368]
2a02:c98:217:236::217, None, [48918]
2001:56b:a002:f::3, None, [852]
2001:470:0:394::2, None, [6939]
2402:6000:0:5::f:1, None, [9503]
2800:a2::f, None, [6057]
192.33.92.11, None, [559]
154.54.61.17, None, [174]
2001:4c80:0:407:86b8:2ff:fee1:bf40, None, [2857]
208.80.155.69, None, [14907]
2001:1b48:2:103::4:22, None, [8218]
194.109.5.6, 1124, [3265]
4.7.26.70, None, [3356]
2001:8e0:ffff:1::262, None, [8758]
43.241.139.150, None, [23955]
195.22.197.25, 6762, [6762]
77.67.68.242, 26167, [3257]
2a03:9180:0:100::2a, None, [199422]
2806:1080:200:1::2, None, [8151]
2c0f:fc00:5004:3::3, None, [3741]
2400:8800:1f02:31::1, None, [3491]
2a01:4b0:2:1::3, None, [42310]
185.148.112.17, 37468, [37468]
173.255.239.55, 63949, [63949]
144.208.208.142, 47147, [47147]
58.138.106.122, 2497, [2497]
2a01:9e00:4d05:3333::a, None, [41495]
2001:2000:3080:58e::2, None, [1299]
52.93.42.47, None, [0]
2001:1348:1:7::7, None, [27750]
94.77.210.61, 47794, [47794]
2001:688:0:2::b2, None, [5511]
157.197.66.154, 6619, [6619]
4.69.210.185, 3356, [3356]
212.74.67.15, None, [0]
156.154.103.3, None, [12008]
62.115.123.163, 3301, [1299]
2a01:28:cb:1::1338, None, [39392]
204.61.216.105, None, [42]
2001:218:0:2000::f9, None, [2914]
2a03:ac1:1:341::4, None, [42953]
175.114.173.114, 9318, [9318]
200.26.135.242, 10620, [14080]
89.149.137.29, 4436, [3257]
2001:1900:2100::26b6, None, [3356]
2001:550:0:1000::9a18:4da, None, [174]
2001:450:2001:1000:0:40:6924:5225, None, [3549]
180.149.48.21, 55824, [55824]
2001:1498:1::100:164, None, [12956]
4.69.206.65, 3356, [3356]
2001:2000:3080:956::2, None, [1299]
183.182.80.30, 15133, [3257]
188.1.145.230, None, [680]
80.77.16.114, 34549, [34549]
2001:638:602::1:1, None, [680]
2a02:2d8::57f5:e0a8, None, [9002]
200.186.65.158, 263009, [3549]
54.239.107.174, 16509, [0]
2001:43f8:1f0::37, None, [-398]
5.53.3.105, None, [12956]
2001:550:0:1000::9a36:1bda, None, [174]
2001:1900:5:3::132, None, [3356]
62.214.37.202, None, [8881]
2001:de8:8:6:0:2:3748:1, None, [-387]
2001:4c0:1:2001:0:2:0:42, None, [855]
130.59.4.1, None, [559]
63.243.128.29, 6453, [6453]
199.19.2.1, None, [15135]
2a02:2d8:2:e805:232a::1, None, [9002]
218.241.165.150, 4847, [4847]
2001:4860:0:1::14e1, None, [15169]
216.66.1.2, None, [6939]
146.97.33.2, 786, [786]
62.115.181.206, None, [1299]
2001:b28:7b0c:876::1, None, [42065]
203.181.106.173, 2516, [2516]
2001:4858:aaaa:3c:ffff::2, None, [32097]
2604:e180:de05::5, None, [55002]
130.117.0.93, 174, [174]
85.95.26.234, 15412, [15412]
2001:620:0:c0dc::1, None, [559]
2a01:728:0:401::2, None, [16347]
2001:770:200:202a::1, None, [1213]
fcaa::17, None, [0]
178.155.255.187, None, [197288]
204.26.62.161, 29107, [46786]
2a01:430:ff:1396:1::3, None, [24971]
149.14.80.218, 37678, [174]
213.155.136.39, 1299, [1299]
2001:6e8:40::16e, None, [16086]
2001:2000:3080:180::2, None, [1299]
2001:2000:3080:185d::2, None, [1299]
24.252.172.1, None, [395397]
2001:418:16::ea, None, [2914]
141.170.18.197, 33920, [33920]
2001:504:0:5:0:3:6236:1, None, [-236]
2a04:a9c0::3:6, None, [35574]
2001:438:ffff::407d:1d76, None, [6461]
2620:0:1cff:dead:beef::326a, None, [32934]
2001:7f8:4:2::a217:1, None, [-359]
168.209.93.248, 3741, [3741]
2a00:6d40:0:1::2, None, [31034]
91.206.52.109, 198385, [-755]
101.98.5.141, 9889, [9790]
2c0f:fc00:5002:d::3, None, [3741]
2001:668:0:2:ffff:0:5995:b989, None, [3257]
203.133.248.56, None, [4608]
2403:4000:0:1::d, None, [7565]
2001:1900::3:1a2, None, [3356]
62.40.125.114, 2602, [21320]
195.219.83.158, 23889, [6453]
2a02:2878:0:a::1077:1, None, [42699]
81.88.227.131, 25002, [25002]
2001:1900:5:2:2::2512, None, [3356]
221.176.16.193, 9808, [9808]
2600:2600:0:20::3:19, None, [33362]
184.105.65.34, 6939, [6939]
154.54.29.173, 174, [174]
213.254.214.14, 4436, [3257]
2a01:758:fffa:2::2, None, [3326]
129.250.2.206, 8151, [2914]
91.206.9.177, 51184, [51184]
2001:1878:15::4, None, [226]
2001:550:2:96::5f:2, None, [174]
80.239.132.22, 4657, [1299]
2001:468:fc:63::2, None, [11537]
2404:0:10a0::58, None, [17709]
114.0.2.69, None, [0]
2001:2000:3019:76::1, None, [1299]
2001:668:0:3:ffff:2:0:bee, None, [3257]
210.86.232.165, None, [24173]
129.143.60.76, 553, [553]
80.91.245.215, 1299, [1299]
2402:7800:20::4, None, [4826]
212.162.24.170, 20485, [3356]
63.218.212.58, 35908, [3491]
2c0f:fc00:2:9::2, None, [3741]
202.84.219.125, 4637, [4637]
176.67.177.225, 10474, [10474]
2001:918:100:1c::1, None, [3303]
2001:2000:3080:bfc::2, None, [1299]
96.110.32.181, None, [7922]
2001:2000:3018:b::1, None, [1299]
2001:660:5000:26:12:179::, None, [2200]
5.83.232.2, 39506, [39506]
2001:550:0:1000::9a36:26ce, None, [174]
108.170.234.10, 15169, [15169]
2001:44b8:f020:5::2, None, [4739]
210.56.8.180, 7590, [7590]
2001:1900:5:2:2::76e, None, [3356]
80.157.206.250, None, [3320]
10.188.199.55, None, [0]
63.218.148.234, 3491, [3491]
2001:1900:4:3::562, None, [3356]
129.250.4.133, 2914, [2914]
2402:8100:3841::4, None, [45271]
2a0b:ecc0:1:2254::3a, None, [205390]
2001:4170:4018::2, None, [13092]
49.231.69.1, None, [45430]
2001:630:0:10::1de, None, [786]
199.168.90.75, 54054, [54054]
2001:668:0:2:ffff:0:d5c8:7019, None, [3257]
199.19.52.230, None, [13901]
54.240.229.145, 16509, [16509]
216.66.88.241, 6939, [6939]
2001:450:2001:1000:0:670:1616:8131, None, [3549]
54.239.107.161, 16509, [0]
190.124.27.10, None, [52304]
2a00:ee0:3cf::2, None, [5603]
209.85.255.246, 15169, [15169]
217.198.242.227, None, [2857]
72.15.49.254, 21949, [21949]
80.249.213.250, None, [-23]
2a01:430:12f:1604:1::3, None, [24971]
2a01:5b0:0:133::2, None, [8391]
2a05:2a80:1::100, None, [200567]
2620:107:4000:2210:8000:0:340f:1d, None, [0]
212.65.5.209, 21473, [21473]
52.95.31.185, None, [16509]
10.3.0.246, None, [0]
94.124.182.45, 31500, [31500]
2001:918:100:41::1, None, [3303]
2001:668:0:3:ffff:1:0:862, None, [3257]
83.88.12.247, 3292, [3292]
92.243.128.74, None, [44512]
2604:a880:ffff:d::2, None, [0]
2001:678:4c::1, None, [42]
185.190.124.98, None, [205678]
64.184.230.250, 11924, [10835]
130.59.38.166, 559, [559]
2a01:4a0:1338:79::2, None, [201011]
62.115.137.169, 1299, [1299]
2001:4d98:a000::143, None, [0]
80.81.194.72, 49800, [-207]
2620:107:4000:9::2f, None, [0]
2001:730:2700::5474:8017, None, [6830]
190.242.168.37, None, [23520]
2407:4a00::9, None, [56055]
196.216.208.6, None, [37495]
62.115.114.91, None, [1299]
195.22.197.193, None, [6762]
2a05:e740:44::9, None, [39063]
54.239.107.44, 16509, [0]
54.240.229.149, 16509, [16509]
80.91.247.83, 1299, [1299]
2001:2000:3018:1f::1, None, [1299]
91.206.52.172, 8220, [-755]
90.223.193.3, None, [5607]
2001:678:4::1a, None, [42909]
184.104.192.254, None, [6939]
2001:728:0:5000::139e, None, [2914]
2001:550:0:1000::9a36:2486, None, [174]
2001:1b48:2:3::24:1, None, [8218]
185.205.208.166, None, [44901]
2a01:68c0:0:1:1::1, None, [35168]
213.249.107.90, None, [3356]
fc02::4, None, [0]
192.168.128.7, None, [0]
195.22.211.105, 6762, [6762]
107.162.217.5, None, [55002]
2001:948:1:26::2, None, [2603]
212.156.101.110, 9121, [9121]
74.125.243.114, None, [15169]
2a0b:4000::1, None, [64488]
52.93.144.30, None, [0]
2a02:28:1::136:2, None, [8359]
2a02:2350::209:61, None, [51468]
93.63.100.29, 12874, [12874]
2001:43f8:7b0:70::2, None, [37578]
2620:0:1cff:dead:beef::1459, None, [32934]
130.59.36.6, None, [559]
2001:2000:3080:18d7::2, None, [1299]
62.212.73.101, None, [60781]
2a03:a860:16:1::4, None, [34587]
150.101.41.120, 4739, [4739]
2001:1900:2::3:a, None, [3356]
193.188.70.40, 8934, [8934]
62.14.54.6, None, [12479]
2001:7f8:14::2, None, [-541]
2803:9640:800:2::1, None, [264605]
2400:cb00:64:1024::a29e:9544, None, [13335]
2a01:728:0:401::3, None, [16347]
46.19.97.62, None, [49800]
2804:800:0:6::, None, [16509]
80.241.45.154, 21299, [21299]
4.69.210.62, 3356, [3356]
2a05:f442:1::1, None, [35280]
2a02:4c00:0:4014::2, None, [12676]
2001:7f8:24::8d, None, [-755]
195.229.31.105, 8966, [8966]
2001:438:fffe::170a, None, [6461]
203.98.50.1, 4768, [9901]
2a00:11c0:47:1:47::156, None, [47147]
52.93.42.58, None, [0]
2001:620:410:ffad::1, None, [559]
217.239.60.26, 3320, [3320]
129.143.60.68, 553, [553]
2606:2800:4210:3fff::11, None, [15133]
2a03:5180:2::127:4, None, [3223]
2a02:70c0:11:3::1, None, [29467]
2800:120:5:a::2, None, [27843]
52.93.248.234, 16509, [0]
2a02:f040:1:1::66, None, [59605]
154.54.36.254, 174, [174]
2a01:578:0:10::6, None, [16509]
2001:688:0:2:7::37, None, [5511]
62.115.11.53, None, [1299]
2a02:2d8::57f5:e025, None, [9002]
81.20.69.22, None, [2914]
213.190.96.41, None, [25509]
116.51.18.118, 2914, [2914]
2a01:2b0:0:51::ff, None, [12552]
68.142.82.81, 19905, [22822]
62.115.55.222, 63403, [1299]
62.115.38.210, 3223, [1299]
2001:470:1:214::2, None, [6939]
2a00:c38::46, None, [15576]
89.149.180.226, 4436, [3257]
2a04:5a00:5a00:fffe::12, None, [60316]
2a02:2d8::57f5:e098, None, [9002]
162.255.145.7, None, [40809]
89.149.139.25, 4436, [3257]
125.21.168.81, 9498, [9498]
2001:1900:1a::19, None, [3356]
64.125.29.187, 6461, [6461]
2001:550:0:1000::9a36:3cfe, None, [174]
74.125.243.116, None, [15169]
156.154.100.12, None, [12008]
195.2.31.10, 1273, [1273]
2001:500:c::1, None, [12041]
2001:500:14:6105:ad::1, None, [42]
2001:502:ad09::3, None, [12008]
2607:f7c0:0:400:c0f0:bfe6:0:2, None, [36444]
2a01:138:0:100::11b, None, [15598]
2a05:fdc2:8000:1::2, None, [42313]
154.54.57.106, 174, [174]
116.51.31.78, 38740, [2914]
66.28.4.182, None, [174]
2001:7f8:17::a028:1, None, [-438]
2001:470:0:38::2, None, [6939]
2604:ee00:0:101::40, None, [18865]
62.115.136.85, 1299, [1299]
119.11.130.150, 58381, [10217]
2001:678:50::1, None, [57382]
52.93.144.80, None, [0]
2001:2000:3018:59::1, None, [1299]
188.39.11.66, 5459, [8468]
159.253.17.197, None, [198068]
130.117.49.77, 174, [174]
2a04:3640::5, None, [49784]
2001:240:bb1c:c::ca, None, [2497]
2804:4c0:ffff:fc48::2, None, [3549]
2a02:16a8:dc:200::1, None, [5404]
74.125.243.145, None, [15169]
10.222.63.229, None, [0]
2800:960:0:4::101, None, [27768]
2600:3c03:6666:14::2, None, [63949]
62.115.175.71, None, [1299]
2a00:1f78:af:c003::2, None, [8893]
130.59.37.181, None, [559]
2001:620:0:c07c::2, None, [559]
2620:0:1cff:dead:beef::1ec9, None, [32934]
196.10.53.7, None, [37474]
154.54.58.238, 174, [174]
2400:6500:0:1::6, None, [38895]
155.232.1.21, None, [2018]
4.69.202.238, 3356, [3356]
195.219.87.88, 6453, [6453]
2403:e800:ff00:110::4b, None, [4637]
2001:218:c000:2000::a, None, [2914]
91.239.97.134, None, [198644]
122.92.0.1, None, [9394]
202.12.30.146, 2515, [2515]
178.155.255.229, None, [197288]
2400:6500:0:4::39, None, [38895]
62.115.171.223, None, [1299]
2001:7c0:2:101f::1, None, [553]
4.69.167.162, 3356, [3356]
2a03:4680:6::11, None, [25184]
2001:2000:3019:b5::1, None, [1299]
2a07:e80:0:10::2, None, [203329]
204.61.216.100, None, [42]
2001:668:0:2:ffff:0:5995:866a, None, [3257]
2001:2000:3080:c83::2, None, [1299]
52.93.111.175, None, [0]
2001:7f8:24::5, None, [-755]
52.93.7.155, 16509, [0]
62.115.138.236, 1299, [1299]
62.115.168.209, None, [1299]
2001:668:0:2:ffff:0:d5c8:7b19, None, [3257]
80.249.210.251, 39179, [-23]
31.172.233.174, 174, [30781]
213.230.52.158, 15547, [15547]
62.115.183.127, None, [1299]
96.110.32.193, None, [7922]
2001:6a8:400:8000::2, None, [2611]
2a02:888:0:608::2, None, [47794]
2001:7c0:2:109c::1, None, [553]
2001:550:2:96::5e:2, None, [174]
2001:1900:5:3::3c6, None, [3356]
199.7.66.1, None, [12008]
184.105.223.193, 6939, [6939]
203.208.166.201, None, [7473]
2a01:4a0:0:2011::21, None, [201011]
2001:730:2800::5474:80d1, None, [6830]
100.64.0.33, None, [0]
2a00:12d0:0:126::1, None, [13101]
2001:920:0:1::12f, None, [8220]
2a00:1eb8:e000:37::3, None, [8764]
212.162.19.26, None, [3356]
185.36.4.254, None, [35733]
58.65.254.73, None, [38332]
212.85.149.179, 57119, [29075]
151.6.32.139, 1267, [1267]
2001:8c0:101::5f2, None, [2116]
62.157.249.210, 12931, [3320]
2a0b:6200::1, None, [16010]
82.197.136.21, 13237, [13237]
2001:620:0:c04f::1, None, [559]
89.235.72.9, 24631, [24631]
193.239.165.1, 43289, [43289]
2405:aa00:aa01:517::2, None, [7712]
2001:550:2:3::bf:1, None, [174]
185.160.248.194, None, [50533]
2a00:c380:b200:230::79, None, [50629]
74.125.243.130, None, [15169]
4.69.204.229, 3356, [3356]
80.231.130.130, 6453, [6453]
103.48.31.61, None, [59105]
2001:550:0:1000::9a36:27ba, None, [174]
2606:2800:601b:c::a, None, [15133]
213.254.226.130, None, [3257]
154.54.57.73, 174, [174]
2401:7000:0:a6::2, None, [45177]
154.54.61.29, None, [174]
80.239.193.226, 4809, [1299]
2001:2000:3018:3b::1, None, [1299]
2001:7f8:43::2:9075:1, None, [-250]
89.211.6.209, 8781, [8781]
89.238.255.9, 6663, [6663]
77.244.255.242, None, [47692]
2620:10a:80ab::150, None, [394354]
2600:2000:3005::1, None, [15135]
58.138.98.137, 2497, [2497]
2003:0:130a:c000::1, None, [3320]
185.28.221.65, None, [43996]
2001:7c0:2:10f4::1, None, [553]
70.168.110.38, 10745, [22773]
213.144.183.47, None, [6762]
185.25.205.152, None, [60798]
62.115.114.225, None, [1299]
2001:1af8:4100:0:81:17:32:235, None, [60781]
5.254.78.90, None, [3223]
216.239.47.126, 15169, [15169]
2001:1838:2000:227::1, None, [23352]
89.149.141.209, 4436, [3257]
2001:468:fc:1::2, None, [11537]
217.239.40.41, None, [3320]
2001:1498:1::100:233, None, [12956]
2001:630:0:10::66, None, [786]
80.249.210.180, 6724, [-23]
2a07:e80:0:10::1, None, [203329]
62.115.119.41, 1299, [1299]
113.21.245.147, 38082, [38082]
52.95.31.84, 38895, [16509]
62.154.14.206, 3320, [3320]
212.162.31.218, 20771, [3356]
129.143.59.34, 553, [553]
80.249.210.134, 34019, [-23]
145.145.4.45, None, [1103]
2a01:4a0:1338:147::2, None, [201011]
188.39.127.98, 8468, [8468]
2a00:4520:2:2::21, None, [42961]
2001:688:0:2:5::94, None, [5511]
10.95.240.11, None, [0]
210.86.232.14, None, [24173]
2a02:f28::2:36:1, None, [20647]
2001:798:28:20aa::2, None, [20965]
213.144.176.147, 22822, [6762]
2001:470:0:1f7::1, None, [6939]
2001:5a0:2300:300::a, None, [6453]
77.109.134.253, None, [13030]
113.29.98.182, None, [3549]
2620:0:1cff:dead:beef::307, None, [32934]
2a00:2000:0:8080::66, None, [5400]
2400:6500::34, None, [38895]
62.156.131.82, 3320, [3320]
2001:1900::3:18c, None, [3356]
10.255.10.154, None, [0]
2001:7f8:1::a503:5320:1, None, [-150]
209.85.241.134, None, [15169]
62.115.139.51, 1299, [1299]
185.5.172.105, None, [3223]
52.94.35.46, 16509, [16509]
151.6.5.231, 1267, [1267]
213.225.160.252, None, [8839]
52.93.4.54, 16509, [0]
2001:5a0:200:500::6, None, [6453]
2001:438:fffe::67a, None, [6461]
180.149.95.237, 45204, [45204]
2406:f400:262:404::1, None, [38001]
46.20.254.166, None, [25091]
2001:978:2:91::4:2, None, [174]
2001:798:99:1::1a, None, [20965]
203.181.106.177, None, [2516]
2001:470:0:191::2, None, [6939]
2400:5200:1c00:d::4, None, [55410]
66.230.78.150, 17054, [17054]
207.231.240.33, None, [226]
2001:8f8:0:12::55:1e, None, [8966]
62.115.114.228, 1299, [1299]
216.27.98.114, 174, [0]
196.192.112.244, None, [37708]
2001:2000:3080:597::2, None, [1299]
2804:800:0:6::1, None, [16509]
180.231.217.122, 6453, [17858]
10.114.0.173, None, [0]
2001:2000:3018:57::1, None, [1299]
86.62.124.196, None, [8331]
2a01:248:0:3::118, None, [28792]
2620:0:1cff:dead:beef::21cf, None, [32934]
49.255.255.7, 4826, [4826]
192.168.2.2, None, [0]
84.46.113.233, 15943, [15943]
2001:468:c80:a120::1, None, [1312]
2a04:1b00:f::1, None, [61007]
2a0b:2f00:0:234::151, None, [48112]
193.163.102.222, None, [39839]
2001:470:0:478::2, None, [6939]
2620:0:1cff:dead:beef::296e, None, [32934]
192.41.136.65, 559, [559]
2001:4600::1, None, [2119]
12.122.28.42, 7018, [7018]
184.105.65.13, 6939, [6939]
2001:7f8:1::a504:1405:1, None, [-150]
154.54.59.190, 174, [174]
197.96.4.19, None, [3741]
201.48.35.89, None, [16735]
156.154.100.3, 12008, [12008]
2001:42d0:0:102::3, None, [33764]
154.54.61.18, None, [174]
2001:500:93::1, None, [15135]
2001:688:0:2::ab, None, [5511]
2001:7f8:1::a502:4940:1, None, [-150]
62.115.148.197, 23352, [1299]
12.122.2.229, 7018, [7018]
142.166.181.158, 855, [855]
46.227.64.238, 197595, [197595]
109.105.97.126, 2603, [2603]
130.117.0.121, 174, [174]
2001:7f8:30:0:1:1:4:8943, None, [-828]
87.186.182.105, None, [3320]
129.250.2.87, 2914, [2914]
67.218.96.58, 40475, [11404]
2001:4600:0:100::29, None, [2119]
2001:470:0:32e::2, None, [6939]
190.12.64.45, 27843, [27843]
4.68.111.206, 4637, [3356]
63.245.90.219, None, [23520]
2001:b30:0:1187::2, None, [2614]
217.9.108.198, None, [8881]
2a01:390:1:3f::2, None, [29405]
130.242.4.70, 1653, [1653]
2804:a8::200:244:27:64, None, [4230]
63.223.17.126, 3491, [3491]
152.195.64.129, 15133, [15133]
212.3.232.170, None, [3356]
2804:4c0:ffff:fdfa::2, None, [3549]
2620:0:1cff:dead:beef::2d3, None, [32934]
2001:568:f002:1::3, None, [0]
2a01:430:ff:1394:1::3, None, [24971]
2001:504:0:2:0:3:2425:1, None, [-235]
4.31.208.162, 30176, [3356]
174.127.136.15, 11404, [11404]
213.248.99.161, None, [1299]
2001:2000:3019:bf::1, None, [1299]
80.249.208.99, 8473, [-23]
2606:2800:4226:c::a, None, [15133]
194.72.16.123, None, [2856]
2804:800:0:9000::2, None, [16509]
2001:918:100:36::1, None, [3303]
2402:7800:100:100::7, None, [4826]
4.69.142.221, 3356, [3356]
212.194.170.120, None, [5410]
146.97.33.54, 786, [786]
2001:700:0:2018::1, None, [224]
2001:8000:0:2030:132:410:0:1, None, [1221]
148.122.9.26, 9158, [2119]
80.249.209.116, 50010, [-23]
2803:fd80:2:7::3, None, [18747]
195.219.87.10, 6453, [6453]
2a02:28:1::d9:1, None, [8359]
62.40.98.46, 21320, [21320]
2607:f380:1::108:9a41:ac81, None, [2152]
129.250.6.17, None, [2914]
2620:107:4000:9001::73, None, [0]
129.250.2.26, 2914, [2914]
195.50.126.218, None, [3356]
2001:14b0:0:18::2, None, [12374]
2001:7f8:24::cf, None, [-755]
130.59.37.146, 559, [559]
2804:800:0:9000::6, None, [16509]
4.69.167.106, 3356, [3356]
